Distribution,Outlier,Num_Cat_Feature,Numerical_Feature,Categorical_Feature,Scaler,estimator,Score,Iteration
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=7, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MaxAbsScaler(),LinearRegression,0.504654313502105, [3524 / 7920 of iteration 2/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=7, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,StandardScaler(),LinearRegression,0.504654313502105, [3525 / 7920 of iteration 2/3]
PowerTransformer(),LocalOutlierFactor(),passthrough,"SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,passthrough,LinearRegression,0.504654313502105, [2681 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),passthrough,"SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,RobustScaler(),LinearRegression,0.504654313502105, [2682 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),passthrough,"SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MaxAbsScaler(),LinearRegression,0.504654313502105, [2684 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),passthrough,"SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,StandardScaler(),LinearRegression,0.504654313502105, [2685 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=2, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,passthrough,LinearRegression,0.504654313502105, [2891 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=2, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,RobustScaler(),LinearRegression,0.504654313502105, [2892 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=2, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,MaxAbsScaler(),LinearRegression,0.504654313502105, [2894 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=2, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,StandardScaler(),LinearRegression,0.504654313502105, [2895 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=2, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,passthrough,LinearRegression,0.504654313502105, [2921 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=2, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,RobustScaler(),LinearRegression,0.504654313502105, [2922 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=2, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MaxAbsScaler(),LinearRegression,0.504654313502105, [2924 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=2, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,StandardScaler(),LinearRegression,0.504654313502105, [2925 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=3, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,passthrough,LinearRegression,0.504654313502105, [3041 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=3, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,RobustScaler(),LinearRegression,0.504654313502105, [3042 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=3, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MaxAbsScaler(),LinearRegression,0.504654313502105, [3044 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=3, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,StandardScaler(),LinearRegression,0.504654313502105, [3045 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=4, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,passthrough,LinearRegression,0.504654313502105, [3161 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=4, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,RobustScaler(),LinearRegression,0.504654313502105, [3162 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=4, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MaxAbsScaler(),LinearRegression,0.504654313502105, [3164 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=4, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,StandardScaler(),LinearRegression,0.504654313502105, [3165 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,passthrough,LinearRegression,0.504654313502105, [3281 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,RobustScaler(),LinearRegression,0.504654313502105, [3282 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MaxAbsScaler(),LinearRegression,0.504654313502105, [3284 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,StandardScaler(),LinearRegression,0.504654313502105, [3285 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=6, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,passthrough,LinearRegression,0.504654313502105, [3401 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=6, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,RobustScaler(),LinearRegression,0.504654313502105, [3402 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=6, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MaxAbsScaler(),LinearRegression,0.504654313502105, [3404 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=6, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,StandardScaler(),LinearRegression,0.504654313502105, [3405 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=7, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,passthrough,LinearRegression,0.504654313502105, [3521 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=7, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,RobustScaler(),LinearRegression,0.504654313502105, [3522 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=7, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MaxAbsScaler(),LinearRegression,0.504654313502105, [3524 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=7, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=2, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,StandardScaler(),LinearRegression,0.504654313502105, [3525 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,RobustScaler(),LinearRegression,0.500813911135647, [3252 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,StandardScaler(),LinearRegression,0.500813911135647, [3255 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=5, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,RobustScaler(),LinearRegression,0.500813911135647, [3327 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=5, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,StandardScaler(),LinearRegression,0.500813911135647, [3330 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,RobustScaler(),LinearRegression,0.500813911135647, [3252 / 7920 of iteration 2/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,StandardScaler(),LinearRegression,0.500813911135647, [3255 / 7920 of iteration 2/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=5, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,RobustScaler(),LinearRegression,0.500813911135647, [3327 / 7920 of iteration 2/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=5, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,StandardScaler(),LinearRegression,0.500813911135647, [3330 / 7920 of iteration 2/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=6, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=5, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,RobustScaler(),LinearRegression,0.500813911135647, [3447 / 7920 of iteration 2/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,RobustScaler(),LinearRegression,0.500813911135647, [3252 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,StandardScaler(),LinearRegression,0.500813911135647, [3255 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=5, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,RobustScaler(),LinearRegression,0.500813911135647, [3327 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=5, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,StandardScaler(),LinearRegression,0.500813911135647, [3330 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,passthrough,LinearRegression,0.500813911135647, [3251 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=5, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,passthrough,LinearRegression,0.500813911135647, [3326 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,passthrough,LinearRegression,0.500813911135647, [3251 / 7920 of iteration 2/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=5, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,passthrough,LinearRegression,0.500813911135647, [3326 / 7920 of iteration 2/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=6, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=5, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,passthrough,LinearRegression,0.500813911135647, [3446 / 7920 of iteration 2/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,passthrough,LinearRegression,0.500813911135647, [3251 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=5, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,passthrough,LinearRegression,0.500813911135647, [3326 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,MinMaxScaler(),LinearRegression,0.500813911135647, [3253 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,MaxAbsScaler(),LinearRegression,0.500813911135647, [3254 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=5, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MinMaxScaler(),LinearRegression,0.500813911135647, [3328 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=5, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MaxAbsScaler(),LinearRegression,0.500813911135647, [3329 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=6, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=5, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MinMaxScaler(),LinearRegression,0.500813911135647, [3448 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,MinMaxScaler(),LinearRegression,0.500813911135647, [3253 / 7920 of iteration 2/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,MaxAbsScaler(),LinearRegression,0.500813911135647, [3254 / 7920 of iteration 2/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=5, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MinMaxScaler(),LinearRegression,0.500813911135647, [3328 / 7920 of iteration 2/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=5, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MaxAbsScaler(),LinearRegression,0.500813911135647, [3329 / 7920 of iteration 2/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=6, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=5, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MaxAbsScaler(),LinearRegression,0.500813911135647, [3449 / 7920 of iteration 2/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,MinMaxScaler(),LinearRegression,0.500813911135647, [3253 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,MaxAbsScaler(),LinearRegression,0.500813911135647, [3254 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=5, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MinMaxScaler(),LinearRegression,0.500813911135647, [3328 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=5, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MaxAbsScaler(),LinearRegression,0.500813911135647, [3329 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=4, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,passthrough,LinearRegression,0.49922602969, [3131 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=4, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,MinMaxScaler(),LinearRegression,0.49922602969, [3133 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=4, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=4, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,passthrough,LinearRegression,0.49922602969, [3191 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=4, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=4, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MinMaxScaler(),LinearRegression,0.49922602969, [3193 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=4, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,passthrough,LinearRegression,0.49922602969, [3131 / 7920 of iteration 2/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=4, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,MinMaxScaler(),LinearRegression,0.49922602969, [3133 / 7920 of iteration 2/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=4, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=4, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,passthrough,LinearRegression,0.49922602969, [3191 / 7920 of iteration 2/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=4, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=4, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MinMaxScaler(),LinearRegression,0.49922602969, [3193 / 7920 of iteration 2/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=4, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,passthrough,LinearRegression,0.49922602969, [3131 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=4, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,MinMaxScaler(),LinearRegression,0.49922602969, [3133 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=4, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=4, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,passthrough,LinearRegression,0.49922602969, [3191 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=4, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=4, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MinMaxScaler(),LinearRegression,0.49922602969, [3193 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=4, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,StandardScaler(),LinearRegression,0.49922602969, [3135 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=4, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=4, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,StandardScaler(),LinearRegression,0.49922602969, [3195 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=4, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,StandardScaler(),LinearRegression,0.49922602969, [3135 / 7920 of iteration 2/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=4, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=4, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,StandardScaler(),LinearRegression,0.49922602969, [3195 / 7920 of iteration 2/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=4, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,StandardScaler(),LinearRegression,0.49922602969, [3135 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=4, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=4, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,StandardScaler(),LinearRegression,0.49922602969, [3195 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=4, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,MaxAbsScaler(),LinearRegression,0.49922602969, [3134 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=4, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=4, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MaxAbsScaler(),LinearRegression,0.49922602969, [3194 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=4, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,MaxAbsScaler(),LinearRegression,0.49922602969, [3134 / 7920 of iteration 2/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=4, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=4, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MaxAbsScaler(),LinearRegression,0.49922602969, [3194 / 7920 of iteration 2/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=4, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,MaxAbsScaler(),LinearRegression,0.49922602969, [3134 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=4, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=4, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MaxAbsScaler(),LinearRegression,0.49922602969, [3194 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=4, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,RobustScaler(),LinearRegression,0.49922602969, [3132 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=4, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=4, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,RobustScaler(),LinearRegression,0.49922602969, [3192 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=4, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,RobustScaler(),LinearRegression,0.49922602969, [3132 / 7920 of iteration 2/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=4, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=4, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,RobustScaler(),LinearRegression,0.49922602969, [3192 / 7920 of iteration 2/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=4, score_func=<function mutual_info_regression at 0x14e04e40c820>)",passthrough,passthrough,RobustScaler(),LinearRegression,0.49922602969, [3132 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=4, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=4, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,RobustScaler(),LinearRegression,0.49922602969, [3192 / 7920 of iteration 3/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=4, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,RobustScaler(),LinearRegression,0.49630162168369, [3312 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=4, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MinMaxScaler(),LinearRegression,0.49630162168369, [3313 / 7920 of iteration 1/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=4, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,RobustScaler(),LinearRegression,0.49630162168369, [3312 / 7920 of iteration 2/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=4, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MinMaxScaler(),LinearRegression,0.49630162168369, [3313 / 7920 of iteration 2/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=6, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=4, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,MinMaxScaler(),LinearRegression,0.49630162168369, [3433 / 7920 of iteration 2/3]
PowerTransformer(),LocalOutlierFactor(),"SelectKBest(k=5, score_func=<function mutual_info_regression at 0x14e04e40c820>)","SelectKBest(k=4, score_func=<function r_regression at 0x14e04e8e1cf0>)",passthrough,RobustScaler(),LinearRegression,0.49630162168369, [3312 / 7920 of iteration 3/3]
